96,Overcast,0.81,1.5,2.87,0.61,1.71,4.08,0.61,1.47,3.12,0.88,2.09,4.11
62,Overcast,0.83,1.55,2.94,0.57,1.56,3.81,0.69,1.64,3.53,0.9,2.15,4.22
57,Overcast,0.91,1.71,3.13,0.63,1.77,4.23,0.57,1.34,2.85,0.89,2.17,4.2
66,Rainy,0.84,1.62,2.94,0.55,1.54,3.67,0.7,1.69,3.55,0.89,2.14,4.11
81,Clear and Sunny,0.83,1.55,2.88,0.57,1.58,3.81,0.66,1.58,3.33,0.8,1.92,3.72
94,Rainy,0.87,1.63,3.02,0.54,1.53,3.62,0.6,1.43,3.01,0.87,2.08,4.05
53,Overcast,0.83,1.57,2.87,0.61,1.72,4.07,0.63,1.51,3.23,0.93,2.27,4.3
56,Cloudy,0.89,1.68,3.07,0.54,1.49,3.66,0.59,1.41,2.97,0.81,1.92,3.78
87,Rainy,0.86,1.66,3.02,0.64,1.8,4.36,0.68,1.65,3.42,0.8,1.89,3.72
51,Rainy,0.83,1.59,2.87,0.52,1.45,3.52,0.62,1.5,3.11,0.94,2.27,4.37
69,Overcast,0.88,1.67,3.04,0.54,1.54,3.69,0.68,1.64,3.46,0.81,1.92,3.72
60,Rainy,0.89,1.65,3.13,0.61,1.69,4.05,0.69,1.65,3.45,0.8,1.92,3.72
94,Rainy,0.9,1.71,3.18,0.61,1.73,4.12,0.69,1.67,3.45,0.84,2.01,3.86
96,Cloudy,0.84,1.64,2.99,0.61,1.72,4.12,0.58,1.42,2.95,0.86,2.06,3.97
56,Cloudy,0.88,1.66,3.08,0.54,1.53,3.71,0.56,1.32,2.79,0.84,2.05,3.87
56,Overcast,0.87,1.66,3.06,0.57,1.58,3.8,0.64,1.56,3.23,0.9,2.18,4.21
71,Overcast,0.92,1.77,3.19,0.53,1.48,3.6,0.64,1.56,3.24,0.9,2.14,4.18
59,Clear and Sunny,0.82,1.53,2.9,0.62,1.77,4.27,0.61,1.46,3.06,0.87,2.1,4.06
79,Clear and Sunny,0.87,1.68,3.05,0.57,1.58,3.86,0.66,1.57,3.35,0.83,1.95,3.82
74,Clear and Sunny,0.84,1.57,2.9,0.62,1.75,4.18,0.66,1.55,3.36,0.88,2.09,4.08
94,Clear and Sunny,0.82,1.52,2.83,0.54,1.53,3.67,0.69,1.65,3.51,0.87,2.05,4.06
87,Rainy,0.86,1.63,3.03,0.62,1.69,4.13,0.55,1.34,2.79,0.84,1.98,3.87
50,Cloudy,0.82,1.58,2.89,0.6,1.7,4.12,0.7,1.7,3.52,0.86,2.11,4.05
81,Clear and Sunny,0.81,1.56,2.8,0.62,1.7,4.24,0.64,1.55,3.21,0.84,2.06,3.9
50,Rainy,0.85,1.6,2.97,0.54,1.53,3.69,0.58,1.4,2.97,0.93,2.24,4.3
66,Overcast,0.88,1.68,3.11,0.54,1.47,3.63,0.66,1.61,3.38,0.84,2.03,3.94
85,Overcast,0.82,1.56,2.88,0.62,1.71,4.19,0.56,1.32,2.84,0.91,2.22,4.19
54,Cloudy,0.85,1.62,2.93,0.57,1.61,3.85,0.62,1.51,3.13,0.91,2.15,4.26
85,Overcast,0.88,1.69,3.1,0.6,1.66,4.03,0.54,1.32,2.75,0.91,2.21,4.22
60,Clear and Sunny,0.88,1.64,3.08,0.54,1.47,3.66,0.57,1.39,2.87,0.8,1.94,3.73
73,Clear and Sunny,0.83,1.55,2.89,0.56,1.53,3.79,0.68,1.63,3.45,0.85,2.06,3.97
81,Overcast,0.85,1.64,3,0.54,1.47,3.58,0.56,1.37,2.84,0.79,1.91,3.68
71,Cloudy,0.81,1.56,2.86,0.57,1.59,3.87,0.55,1.3,2.77,0.92,2.21,4.25
89,Overcast,0.91,1.76,3.2,0.6,1.67,4.09,0.67,1.64,3.41,0.92,2.21,4.27
60,Rainy,0.85,1.61,2.97,0.53,1.47,3.62,0.61,1.46,3.08,0.8,1.94,3.7
52,Clear and Sunny,0.82,1.52,2.87,0.6,1.66,4.12,0.62,1.49,3.14,0.81,1.96,3.82
92,Rainy,0.88,1.69,3.12,0.62,1.73,4.19,0.64,1.55,3.21,0.82,1.93,3.78
85,Overcast,0.82,1.56,2.87,0.54,1.52,3.62,0.57,1.38,2.84,0.82,1.94,3.82
90,Rainy,0.85,1.63,2.97,0.52,1.42,3.47,0.53,1.3,2.69,0.9,2.14,4.17
74,Rainy,0.82,1.57,2.86,0.55,1.57,3.69,0.57,1.36,2.88,0.92,2.22,4.32
79,Overcast,0.82,1.59,2.86,0.56,1.59,3.76,0.59,1.43,2.97,0.83,2.02,3.84
50,Overcast,0.92,1.75,3.24,0.6,1.68,4.08,0.58,1.37,2.96,0.86,2.04,3.99
56,Overcast,0.85,1.63,2.93,0.56,1.53,3.78,0.54,1.32,2.75,0.86,2.01,3.94
67,Cloudy,0.92,1.78,3.24,0.58,1.65,3.97,0.55,1.31,2.77,0.94,2.28,4.4
55,Rainy,0.93,1.74,3.26,0.62,1.75,4.13,0.56,1.32,2.81,0.87,2.1,4.03
51,Clear and Sunny,0.85,1.63,2.97,0.57,1.61,3.84,0.6,1.47,3.05,0.82,1.99,3.82
96,Clear and Sunny,0.92,1.72,3.17,0.57,1.54,3.76,0.61,1.43,3.08,0.92,2.21,4.3
58,Rainy,0.88,1.65,3.06,0.52,1.46,3.58,0.63,1.49,3.19,0.87,2.09,4.09
92,Overcast,0.81,1.51,2.83,0.58,1.62,3.97,0.56,1.33,2.85,0.86,2.03,4.03
90,Cloudy,0.88,1.66,3.05,0.57,1.6,3.87,0.6,1.43,3.07,0.82,1.99,3.8
94,Cloudy,0.87,1.69,3.02,0.58,1.62,3.91,0.67,1.62,3.34,0.81,1.92,3.73
73,Overcast,0.89,1.69,3.14,0.57,1.61,3.83,0.69,1.65,3.51,0.82,2,3.81
88,Clear and Sunny,0.9,1.67,3.18,0.62,1.7,4.13,0.57,1.37,2.89,0.83,2.03,3.88
59,Rainy,0.82,1.56,2.89,0.53,1.51,3.56,0.66,1.6,3.31,0.81,1.95,3.78
79,Clear and Sunny,0.89,1.64,3.09,0.62,1.68,4.16,0.65,1.58,3.32,0.85,2.07,3.9
57,Clear and Sunny,0.84,1.58,2.94,0.59,1.62,4.02,0.59,1.45,3.02,0.85,2.05,3.95
98,Cloudy,0.9,1.68,3.12,0.61,1.7,4.2,0.55,1.33,2.79,0.78,1.86,3.66
85,Cloudy,0.91,1.76,3.15,0.55,1.54,3.72,0.57,1.38,2.87,0.81,1.91,3.72
54,Clear and Sunny,0.84,1.62,2.91,0.56,1.53,3.86,0.54,1.33,2.74,0.93,2.23,4.27
73,Clear and Sunny,0.88,1.63,3.09,0.57,1.56,3.87,0.61,1.45,3.08,0.8,1.95,3.75
51,Clear and Sunny,0.8,1.5,2.84,0.63,1.75,4.3,0.59,1.39,2.98,0.81,1.97,3.8
80,Clear and Sunny,0.87,1.61,3.06,0.57,1.62,3.8,0.57,1.37,2.91,0.93,2.21,4.35
82,Clear and Sunny,0.89,1.71,3.14,0.63,1.74,4.26,0.57,1.35,2.86,0.79,1.92,3.67
84,Overcast,0.87,1.61,3.04,0.56,1.56,3.76,0.67,1.64,3.37,0.78,1.88,3.63
78,Overcast,0.92,1.72,3.25,0.62,1.71,4.21,0.6,1.46,3.06,0.79,1.9,3.63
93,Rainy,0.81,1.55,2.81,0.57,1.58,3.79,0.53,1.29,2.7,0.81,1.93,3.79
88,Cloudy,0.91,1.72,3.21,0.56,1.58,3.8,0.63,1.47,3.19,0.79,1.9,3.67
63,Rainy,0.91,1.72,3.18,0.58,1.62,3.89,0.59,1.4,3,0.92,2.24,4.31
73,Clear and Sunny,0.81,1.56,2.83,0.63,1.77,4.23,0.6,1.47,3.02,0.82,1.96,3.83
62,Cloudy,0.88,1.69,3.05,0.54,1.5,3.63,0.59,1.43,2.99,0.89,2.09,4.1
70,Cloudy,0.87,1.64,3,0.55,1.53,3.68,0.69,1.7,3.52,0.83,1.97,3.83
88,Clear and Sunny,0.87,1.65,3,0.58,1.63,3.97,0.62,1.51,3.14,0.78,1.85,3.65
87,Cloudy,0.87,1.69,3.1,0.54,1.48,3.59,0.63,1.54,3.21,0.87,2.11,4.02
54,Clear and Sunny,0.83,1.59,2.95,0.63,1.74,4.24,0.67,1.62,3.35,0.9,2.16,4.2
98,Rainy,0.88,1.7,3.09,0.62,1.75,4.18,0.56,1.35,2.84,0.93,2.23,4.34
59,Overcast,0.87,1.63,3.09,0.61,1.68,4.09,0.69,1.68,3.45,0.92,2.21,4.32
89,Rainy,0.92,1.74,3.27,0.63,1.76,4.18,0.66,1.61,3.33,0.94,2.22,4.35
95,Clear and Sunny,0.81,1.54,2.81,0.65,1.79,4.33,0.61,1.44,3.05,0.84,2.01,3.91
97,Rainy,0.81,1.57,2.82,0.55,1.55,3.76,0.69,1.65,3.43,0.93,2.23,4.35
61,Overcast,0.88,1.63,3.04,0.62,1.77,4.18,0.67,1.62,3.42,0.79,1.9,3.67
85,Rainy,0.83,1.55,2.9,0.57,1.57,3.81,0.62,1.5,3.12,0.79,1.93,3.65
78,Overcast,0.82,1.56,2.82,0.52,1.44,3.56,0.57,1.4,2.91,0.79,1.87,3.71
83,Rainy,0.91,1.7,3.22,0.64,1.77,4.28,0.55,1.34,2.81,0.84,2.01,3.91
81,Clear and Sunny,0.92,1.77,3.22,0.58,1.64,3.94,0.64,1.51,3.23,0.92,2.24,4.27
94,Rainy,0.85,1.64,2.97,0.6,1.68,4.04,0.64,1.5,3.23,0.82,1.98,3.82
87,Overcast,0.8,1.54,2.77,0.56,1.56,3.78,0.67,1.6,3.39,0.84,2.05,3.95
89,Cloudy,0.92,1.76,3.27,0.62,1.76,4.25,0.6,1.41,3.02,0.89,2.13,4.1
91,Cloudy,0.85,1.63,2.99,0.6,1.67,4.08,0.59,1.42,2.98,0.79,1.94,3.71
57,Clear and Sunny,0.84,1.61,2.96,0.56,1.54,3.84,0.58,1.41,2.91,0.92,2.2,4.27
89,Cloudy,0.87,1.63,3.03,0.63,1.72,4.33,0.56,1.34,2.79,0.87,2.12,4.02
88,Overcast,0.81,1.53,2.86,0.55,1.54,3.71,0.68,1.6,3.42,0.92,2.21,4.24
64,Clear and Sunny,0.84,1.61,2.95,0.62,1.72,4.16,0.64,1.53,3.19,0.89,2.11,4.13
87,Clear and Sunny,0.83,1.59,2.88,0.64,1.77,4.28,0.65,1.55,3.27,0.8,1.94,3.77
93,Overcast,0.87,1.66,3.03,0.63,1.75,4.24,0.67,1.58,3.34,0.86,2.05,3.98
56,Overcast,0.81,1.57,2.81,0.6,1.66,4.12,0.66,1.55,3.32,0.93,2.19,4.35
73,Clear and Sunny,0.91,1.72,3.18,0.54,1.5,3.66,0.7,1.65,3.56,0.87,2.07,4.05
80,Clear and Sunny,0.89,1.65,3.11,0.58,1.65,3.98,0.62,1.47,3.11,0.82,1.99,3.84
94,Cloudy,0.83,1.61,2.91,0.62,1.72,4.2,0.64,1.54,3.25,0.87,2.06,4.09
94,Clear and Sunny,0.83,1.61,2.9,0.63,1.71,4.25,0.6,1.44,3.03,0.83,2.03,3.9
63,Cloudy,0.93,1.78,3.25,0.61,1.66,4.12,0.67,1.61,3.37,0.85,2.06,3.96
50,Rainy,0.84,1.61,2.95,0.6,1.65,4.05,0.66,1.55,3.3,0.8,1.92,3.71
93,Clear and Sunny,0.81,1.52,2.82,0.57,1.57,3.83,0.67,1.63,3.41,0.81,1.98,3.75
82,Overcast,0.92,1.72,3.18,0.63,1.75,4.3,0.66,1.56,3.32,0.92,2.18,4.3
57,Cloudy,0.82,1.52,2.88,0.55,1.49,3.75,0.54,1.3,2.7,0.84,2.03,3.92
98,Cloudy,0.93,1.74,3.29,0.57,1.59,3.8,0.66,1.59,3.33,0.81,1.96,3.78
62,Clear and Sunny,0.91,1.76,3.22,0.61,1.68,4.12,0.56,1.33,2.84,0.79,1.88,3.68
96,Clear and Sunny,0.86,1.64,3.01,0.63,1.78,4.27,0.6,1.46,3.03,0.83,1.97,3.84
85,Cloudy,0.85,1.6,2.96,0.58,1.61,3.88,0.7,1.66,3.53,0.84,1.99,3.88
60,Clear and Sunny,0.86,1.61,3.04,0.56,1.56,3.77,0.69,1.65,3.52,0.82,1.94,3.81
97,Rainy,0.85,1.64,3.01,0.62,1.75,4.15,0.55,1.31,2.78,0.82,2,3.81
59,Overcast,0.87,1.64,3.01,0.56,1.59,3.75,0.65,1.58,3.26,0.8,1.93,3.73
57,Clear and Sunny,0.87,1.61,3.02,0.54,1.47,3.63,0.64,1.53,3.23,0.88,2.12,4.12
80,Clear and Sunny,0.9,1.68,3.15,0.54,1.49,3.6,0.55,1.3,2.8,0.86,2.04,4.01
90,Cloudy,0.81,1.58,2.83,0.57,1.56,3.9,0.63,1.49,3.14,0.82,2,3.84
66,Clear and Sunny,0.82,1.55,2.87,0.54,1.51,3.62,0.61,1.48,3.12,0.88,2.08,4.09
80,Clear and Sunny,0.93,1.76,3.24,0.57,1.61,3.83,0.61,1.47,3.09,0.91,2.21,4.21
85,Overcast,0.91,1.68,3.15,0.57,1.6,3.83,0.59,1.43,3,0.84,2.02,3.86
82,Clear and Sunny,0.86,1.66,3.05,0.55,1.54,3.69,0.59,1.44,2.99,0.93,2.22,4.32
67,Cloudy,0.81,1.54,2.82,0.56,1.54,3.77,0.61,1.47,3.08,0.83,1.95,3.87
54,Clear and Sunny,0.81,1.57,2.82,0.53,1.46,3.58,0.57,1.4,2.87,0.88,2.11,4.13
86,Cloudy,0.89,1.72,3.08,0.63,1.76,4.26,0.55,1.3,2.77,0.81,1.98,3.8
62,Rainy,0.91,1.75,3.14,0.53,1.5,3.57,0.64,1.54,3.2,0.9,2.13,4.15
72,Rainy,0.89,1.66,3.16,0.65,1.8,4.41,0.62,1.46,3.15,0.93,2.25,4.36
89,Cloudy,0.83,1.56,2.94,0.64,1.81,4.33,0.6,1.42,3.07,0.81,1.97,3.72
73,Overcast,0.84,1.63,2.96,0.54,1.49,3.66,0.58,1.43,2.97,0.8,1.91,3.71
53,Clear and Sunny,0.87,1.61,3.07,0.56,1.54,3.83,0.61,1.43,3.08,0.86,2.01,3.97
67,Overcast,0.81,1.57,2.85,0.61,1.71,4.07,0.57,1.34,2.84,0.78,1.89,3.63
57,Cloudy,0.84,1.62,2.96,0.54,1.48,3.66,0.67,1.63,3.34,0.84,2.01,3.92
71,Cloudy,0.8,1.54,2.81,0.55,1.51,3.72,0.62,1.5,3.14,0.94,2.25,4.38
58,Clear and Sunny,0.82,1.56,2.89,0.6,1.67,4.06,0.6,1.45,3.05,0.82,1.98,3.83
74,Cloudy,0.82,1.51,2.89,0.64,1.76,4.26,0.56,1.31,2.79,0.84,2.03,3.88
61,Rainy,0.88,1.7,3.12,0.57,1.61,3.88,0.63,1.52,3.21,0.88,2.14,4.09
60,Rainy,0.87,1.68,3.05,0.59,1.6,3.99,0.63,1.48,3.16,0.91,2.18,4.22
51,Rainy,0.9,1.73,3.2,0.59,1.62,4.02,0.67,1.6,3.39,0.84,1.99,3.86
95,Cloudy,0.83,1.59,2.9,0.64,1.75,4.29,0.57,1.37,2.87,0.83,2,3.8
51,Clear and Sunny,0.93,1.78,3.25,0.64,1.77,4.36,0.65,1.53,3.25,0.93,2.2,4.32
95,Cloudy,0.9,1.75,3.12,0.58,1.62,3.92,0.67,1.59,3.37,0.89,2.15,4.11
97,Cloudy,0.86,1.63,2.99,0.63,1.74,4.3,0.66,1.61,3.34,0.94,2.26,4.38
68,Clear and Sunny,0.85,1.62,2.99,0.56,1.55,3.75,0.56,1.32,2.79,0.94,2.23,4.33
85,Cloudy,0.89,1.68,3.12,0.58,1.59,3.87,0.6,1.45,3.03,0.79,1.89,3.68
75,Overcast,0.89,1.71,3.15,0.61,1.67,4.13,0.64,1.55,3.24,0.87,2.13,4.09
74,Rainy,0.89,1.65,3.09,0.59,1.64,3.9,0.65,1.55,3.3,0.91,2.22,4.28
60,Clear and Sunny,0.82,1.58,2.86,0.58,1.6,3.92,0.55,1.35,2.79,0.79,1.91,3.69
60,Clear and Sunny,0.83,1.6,2.94,0.64,1.77,4.33,0.58,1.37,2.9,0.85,2.06,3.95
74,Rainy,0.91,1.73,3.17,0.6,1.65,4.11,0.57,1.39,2.86,0.79,1.92,3.67
89,Clear and Sunny,0.93,1.74,3.25,0.54,1.54,3.69,0.59,1.42,2.95,0.85,2.04,3.99
65,Rainy,0.84,1.59,2.92,0.54,1.5,3.63,0.7,1.66,3.5,0.88,2.11,4.12
73,Cloudy,0.88,1.7,3.12,0.63,1.76,4.24,0.67,1.62,3.37,0.78,1.9,3.65
75,Rainy,0.82,1.55,2.85,0.61,1.74,4.11,0.68,1.63,3.46,0.9,2.2,4.23
50,Overcast,0.87,1.69,3.07,0.61,1.67,4.09,0.65,1.56,3.3,0.8,1.9,3.72
88,Clear and Sunny,0.81,1.52,2.86,0.54,1.52,3.61,0.57,1.35,2.91,0.78,1.92,3.62
51,Clear and Sunny,0.84,1.63,2.97,0.56,1.6,3.85,0.61,1.46,3.09,0.92,2.19,4.21
82,Rainy,0.8,1.53,2.78,0.62,1.72,4.12,0.65,1.53,3.23,0.92,2.19,4.26
61,Rainy,0.85,1.62,2.97,0.52,1.43,3.47,0.69,1.67,3.49,0.82,1.97,3.84
68,Rainy,0.85,1.64,2.97,0.56,1.53,3.8,0.62,1.46,3.15,0.85,2,3.95
70,Rainy,0.9,1.73,3.17,0.65,1.79,4.36,0.6,1.45,3.05,0.8,1.91,3.73
70,Overcast,0.92,1.77,3.27,0.6,1.65,4.07,0.66,1.61,3.34,0.78,1.89,3.62
66,Cloudy,0.82,1.53,2.9,0.61,1.69,4.09,0.59,1.43,3,0.82,1.97,3.81
82,Rainy,0.91,1.76,3.22,0.52,1.47,3.57,0.65,1.58,3.26,0.91,2.15,4.21
89,Rainy,0.88,1.68,3.11,0.62,1.77,4.17,0.68,1.6,3.43,0.83,2,3.87
92,Overcast,0.87,1.64,3.03,0.6,1.71,4,0.56,1.37,2.88,0.91,2.18,4.24
95,Overcast,0.8,1.52,2.79,0.58,1.63,3.92,0.54,1.29,2.71,0.92,2.17,4.27
83,Clear and Sunny,0.82,1.53,2.82,0.55,1.53,3.72,0.62,1.49,3.11,0.91,2.14,4.2
65,Clear and Sunny,0.85,1.6,3.01,0.61,1.73,4.11,0.62,1.49,3.13,0.84,2.05,3.94
66,Clear and Sunny,0.86,1.62,3.06,0.58,1.61,3.94,0.64,1.51,3.22,0.85,2.07,3.96
55,Cloudy,0.84,1.59,2.93,0.52,1.45,3.54,0.63,1.5,3.23,0.8,1.93,3.73
73,Clear and Sunny,0.9,1.73,3.14,0.56,1.52,3.79,0.58,1.41,2.94,0.86,2.11,4.02
95,Overcast,0.81,1.56,2.78,0.55,1.55,3.67,0.63,1.51,3.2,0.87,2.08,4.07
79,Clear and Sunny,0.88,1.71,3.11,0.59,1.67,3.93,0.56,1.32,2.84,0.89,2.1,4.17
51,Rainy,0.92,1.77,3.18,0.63,1.78,4.28,0.61,1.48,3.08,0.88,2.07,4.08
79,Cloudy,0.88,1.69,3.06,0.6,1.65,4.02,0.62,1.48,3.12,0.92,2.25,4.33
76,Clear and Sunny,0.82,1.58,2.85,0.64,1.8,4.32,0.67,1.58,3.34,0.83,1.98,3.87
69,Clear and Sunny,0.82,1.52,2.85,0.59,1.66,3.94,0.69,1.68,3.51,0.87,2.09,4.05
95,Cloudy,0.87,1.69,3.04,0.54,1.47,3.63,0.59,1.42,2.98,0.8,1.88,3.73
83,Cloudy,0.92,1.77,3.27,0.56,1.57,3.71,0.56,1.34,2.84,0.82,1.98,3.79
55,Overcast,0.83,1.54,2.91,0.64,1.75,4.27,0.7,1.64,3.5,0.87,2.08,4.04
51,Rainy,0.86,1.62,3.02,0.61,1.66,4.12,0.59,1.41,2.93,0.8,1.88,3.71
84,Clear and Sunny,0.9,1.73,3.14,0.56,1.53,3.77,0.67,1.6,3.39,0.93,2.25,4.36
78,Cloudy,0.9,1.67,3.17,0.53,1.5,3.53,0.64,1.56,3.22,0.88,2.12,4.1
82,Clear and Sunny,0.89,1.68,3.14,0.59,1.62,3.99,0.64,1.58,3.24,0.8,1.92,3.73
97,Overcast,0.81,1.53,2.84,0.61,1.72,4.07,0.56,1.36,2.85,0.84,2.03,3.91
51,Cloudy,0.89,1.68,3.11,0.62,1.7,4.25,0.57,1.36,2.87,0.87,2.06,4.1
88,Cloudy,0.84,1.57,2.93,0.61,1.7,4.17,0.6,1.41,3.02,0.82,2,3.78
69,Clear and Sunny,0.83,1.54,2.88,0.63,1.78,4.23,0.57,1.34,2.87,0.83,2,3.82
96,Cloudy,0.91,1.76,3.16,0.61,1.67,4.07,0.54,1.31,2.77,0.89,2.11,4.11
61,Overcast,0.83,1.59,2.88,0.55,1.52,3.67,0.66,1.56,3.35,0.83,2.03,3.88
96,Clear and Sunny,0.87,1.69,3.03,0.55,1.53,3.72,0.59,1.39,2.94,0.85,2.02,3.99
86,Clear and Sunny,0.84,1.59,2.91,0.56,1.55,3.77,0.54,1.28,2.73,0.82,1.99,3.81
50,Rainy,0.84,1.6,2.94,0.54,1.55,3.62,0.62,1.52,3.16,0.79,1.9,3.69
88,Cloudy,0.87,1.66,3.08,0.56,1.56,3.75,0.6,1.46,3.01,0.84,1.99,3.92
83,Clear and Sunny,0.81,1.58,2.83,0.57,1.55,3.87,0.57,1.37,2.92,0.8,1.92,3.73
72,Cloudy,0.91,1.72,3.17,0.63,1.71,4.21,0.58,1.41,2.9,0.8,1.92,3.71
63,Cloudy,0.89,1.71,3.11,0.56,1.56,3.84,0.55,1.29,2.75,0.79,1.89,3.66
61,Overcast,0.92,1.7,3.22,0.54,1.49,3.58,0.66,1.54,3.29,0.9,2.2,4.22
66,Cloudy,0.92,1.72,3.18,0.58,1.58,3.96,0.59,1.41,2.98,0.81,1.93,3.79
77,Rainy,0.91,1.7,3.2,0.61,1.68,4.15,0.62,1.47,3.14,0.92,2.23,4.27
86,Overcast,0.87,1.61,3.08,0.63,1.77,4.27,0.69,1.65,3.45,0.88,2.13,4.1
78,Rainy,0.9,1.7,3.13,0.6,1.65,4.08,0.66,1.62,3.32,0.8,1.93,3.76
52,Overcast,0.9,1.67,3.13,0.58,1.61,3.89,0.6,1.46,3.05,0.86,2.07,4.01
77,Cloudy,0.85,1.6,3.02,0.64,1.83,4.29,0.54,1.32,2.74,0.91,2.15,4.2
94,Clear and Sunny,0.81,1.53,2.83,0.55,1.54,3.74,0.55,1.3,2.75,0.88,2.13,4.05
79,Cloudy,0.9,1.72,3.14,0.63,1.76,4.31,0.55,1.31,2.79,0.92,2.25,4.3
63,Cloudy,0.83,1.59,2.92,0.57,1.61,3.82,0.53,1.27,2.7,0.78,1.9,3.66
61,Cloudy,0.85,1.65,2.97,0.6,1.68,4.04,0.56,1.36,2.84,0.91,2.19,4.25
72,Cloudy,0.84,1.63,2.93,0.57,1.56,3.81,0.65,1.56,3.28,0.92,2.2,4.28
78,Rainy,0.87,1.69,3.06,0.64,1.75,4.38,0.63,1.5,3.17,0.81,1.95,3.8
90,Overcast,0.82,1.52,2.87,0.63,1.75,4.33,0.54,1.31,2.72,0.92,2.21,4.24
94,Rainy,0.83,1.57,2.94,0.55,1.49,3.63,0.68,1.63,3.4,0.84,2.03,3.93
56,Overcast,0.91,1.71,3.19,0.59,1.61,3.94,0.62,1.5,3.12,0.86,2.1,4.04
75,Rainy,0.92,1.7,3.23,0.58,1.59,3.95,0.61,1.45,3.05,0.9,2.14,4.18
54,Rainy,0.89,1.73,3.09,0.63,1.73,4.27,0.66,1.6,3.35,0.82,1.96,3.85
50,Rainy,0.92,1.7,3.2,0.64,1.81,4.25,0.67,1.58,3.35,0.91,2.18,4.22
